PNL_Asset1,PNL_Asset2,PNL_Asset3,PNL_Asset4,PNL_Asset5,PNL_Asset6,PNL_Asset7,Total_PNL
319067.77604000224,44600.23910000027,113655.1037400001,54206.35790999996,702892.7472800042,95531.10394000025,89492.47218000004,1419445.800190007
